-29.678 0 1
-29.62 0 1
-29.562 0 1
-29.504 0.00025367 4.9661e-05
-29.446 0.00023939 4.6794e-05
-29.388 0.00022653 4.5507e-05
-29.33 0.00023927 4.8435e-05
-29.272 0.00024626 5.0313e-05
-29.214 0.00022706 4.7229e-05
-29.156 0.00020447 4.3453e-05
-29.098 0.00022954 4.8584e-05
-29.04 0.00026703 5.6014e-05
-28.982 0.00022416 4.8184e-05
-28.924 0.00024906 5.3158e-05
-28.865 0.00022456 4.8726e-05
-28.807 0.00019511 4.334e-05
-28.749 0.00023569 5.1448e-05
-28.691 0.00024008 5.2573e-05
-28.633 0.00026049 5.6689e-05
-28.575 0.00020774 4.684e-05
-28.517 0.00027883 6.059e-05
-28.459 0.00024153 5.3758e-05
-28.401 0.00023977 5.3586e-05
-28.343 0.0001889 4.4027e-05
-28.285 0.00025358 5.6671e-05
-28.227 0.00023161 5.2602e-05
-28.169 0.00025919 5.805e-05
-28.111 0.00021513 4.9672e-05
-28.053 0.00026304 5.9041e-05
-27.995 0.00030918 6.8049e-05
-27.937 0.00023579 5.4126e-05
-27.879 0.00018268 4.4063e-05
-27.821 0.00023986 5.5219e-05
-27.763 0.00031611 7.0082e-05
-27.705 0.00029841 6.6833e-05
-27.647 0.00018763 4.5676e-05
-27.589 0.00023912 5.5733e-05
-27.531 0.00023134 5.4477e-05
-27.473 0.00026469 6.0936e-05
-27.415 0.00026781 6.1654e-05
-27.357 0.00024623 5.758e-05
-27.299 0.00032462 7.2863e-05
-27.241 0.00023624 5.5837e-05
-27.183 0.00022124 5.3134e-05
-27.125 0.00019061 4.7374e-05
-27.067 0.00025328 5.9643e-05
-27.009 0.00032129 7.279e-05
-26.951 0.00020117 4.9723e-05
-26.893 0.00028353 6.5871e-05
-26.835 0.00014977 3.9954e-05
-26.777 0.00025192 6.0002e-05
-26.719 0.00019654 4.9422e-05
-26.661 0.00022496 5.5033e-05
-26.603 0.00019586 4.9559e-05
-26.545 0.00024605 5.9349e-05
-26.487 0.00022559 5.5467e-05
-26.429 0.0002334 5.7097e-05
-26.371 0.00025848 6.2077e-05
-26.313 0.00030662 7.1464e-05
-26.255 0.00023677 5.7922e-05
-26.197 0.00019806 5.0442e-05
-26.138 0.00020568 5.2043e-05
-26.08 0.00023583 5.7984e-05
-26.022 0.00024763 6.0284e-05
-25.964 0.00020342 5.1809e-05
-25.906 0.00021826 5.4883e-05
-25.848 0.00029922 7.0721e-05
-25.79 0.00018301 4.7998e-05
-25.732 0.00021038 5.3581e-05
-25.674 0.00022428 5.6397e-05
-25.616 0.00021305 5.4261e-05
-25.558 0.0002571 6.2895e-05
-25.5 0.00022887 5.7551e-05
-25.442 0.00024273 6.0328e-05
-25.384 0.00024972 6.1724e-05
-25.326 0.00027692 6.7099e-05
-25.268 0.00021334 5.4707e-05
-25.21 0.00030782 7.3316e-05
-25.152 0.0002231 5.6819e-05
-25.094 0.00028904 6.9719e-05
-25.036 0.00027098 6.6289e-05
-24.978 0.00022027 5.6485e-05
-24.92 0.00022103 5.6678e-05
-24.862 0.00022631 5.7638e-05
-24.804 0.00020531 5.3847e-05
-24.746 0.00021875 5.6495e-05
-24.688 0.00030246 7.2955e-05
-24.63 0.00022776 5.8404e-05
-24.572 0.0003398 8.0311e-05
-24.514 0.00019689 5.2524e-05
-24.456 0.0002387 6.0795e-05
-24.398 0.00023871 6.0796e-05
-24.34 0.0002412 6.143e-05
-24.282 0.00021472 5.6316e-05
-24.224 0.00020686 5.4706e-05
-24.166 0.00026431 6.6068e-05
-24.108 0.00023924 6.1349e-05
-24.05 0.00024022 6.1598e-05
-23.992 0.00026158 6.5775e-05
-23.934 0.00016148 4.5931e-05
-23.876 0.00021388 5.656e-05
-23.818 0.00025215 6.4218e-05
-23.76 0.00018407 5.0563e-05
-23.702 0.00020046 5.3973e-05
-23.644 0.00023897 6.1719e-05
-23.586 0.00031721 7.7221e-05
-23.528 0.00030721 7.5154e-05
-23.47 0.00019511 5.3045e-05
-23.412 0.00019602 5.3293e-05
-23.353 0.00021959 5.8073e-05
-23.295 0.00024982 6.4062e-05
-23.237 0.00025972 6.6148e-05
-23.179 0.00032844 7.9581e-05
-23.121 0.00021523 5.7418e-05
-23.063 0.00030108 7.442e-05
-23.005 0.00032124 7.8203e-05
-22.947 0.00020043 5.4492e-05
-22.889 0.00017944 5.0412e-05
-22.831 0.000195 5.3565e-05
-22.773 0.00024101 6.2715e-05
-22.715 0.00024301 6.3236e-05
-22.657 0.00023643 6.201e-05
-22.599 0.00028376 7.1354e-05
-22.541 0.00015797 4.6179e-05
-22.483 0.00022323 5.9551e-05
-22.425 0.00021584 5.8112e-05
-22.367 0.00020161 5.5379e-05
-22.309 0.00031428 7.7681e-05
-22.251 0.00021878 5.8903e-05
-22.193 0.00029308 7.3698e-05
-22.135 0.00025917 6.6937e-05
-22.077 0.00024246 6.359e-05
-22.019 0.0001699 4.8969e-05
-21.961 0.00024752 6.4919e-05
-21.903 0.00026191 6.7644e-05
-21.845 0.00029715 7.472e-05
-21.787 0.00017381 5.0097e-05
-21.729 0.00032436 8.0173e-05
-21.671 0.00022375 6.0242e-05
-21.613 0.00023108 6.1645e-05
-21.555 0.00026854 6.9356e-05
-21.497 0.0002274 6.1224e-05
-21.439 0.00023678 6.3166e-05
-21.381 0.0001514 4.5674e-05
-21.323 0.00021163 5.8131e-05
-21.265 0.00023975 6.396e-05
-21.207 0.00028674 7.303e-05
-21.149 0.00027833 7.1373e-05
-21.091 0.00021245 5.8356e-05
-21.033 0.00022253 6.05e-05
-20.975 0.00020513 5.6964e-05
-20.917 0.00022258 6.0514e-05
-20.859 0.00017303 5.058e-05
-20.801 0.00024999 6.611e-05
-20.743 0.00027481 7.0976e-05
-20.685 0.00022475 6.1103e-05
-20.626 0.00023311 6.2762e-05
-20.568 0.00023521 6.3327e-05
-20.51 0.00016547 4.911e-05
-20.452 0.00020757 5.7645e-05
-20.394 0.00020817 5.7811e-05
-20.336 0.00023657 6.3694e-05
-20.278 0.00029853 7.6032e-05
-20.22 0.00022777 6.1924e-05
-20.162 0.00028303 7.3097e-05
-20.104 0.00012365 4.0425e-05
-20.046 0.00031998 8.0462e-05
-19.988 0.00023044 6.2649e-05
-19.93 0.00018719 5.3952e-05
-19.872 0.00020773 5.8362e-05
-19.814 0.00027754 7.222e-05
-19.756 0.00022311 6.1286e-05
-19.698 0.00027628 7.1891e-05
-19.64 0.00024451 6.5833e-05
-19.582 0.00017041 5.0575e-05
-19.524 0.00027044 7.0929e-05
-19.466 0.0002446 6.5857e-05
-19.408 0.00019897 5.6596e-05
-19.35 0.00022867 6.2813e-05
-19.292 0.00024509 6.5988e-05
-19.234 0.00018247 5.334e-05
-19.176 0.00023959 6.5138e-05
-19.118 0.00022935 6.3001e-05
-19.06 0.0002923 7.5491e-05
-19.002 0.00024735 6.6597e-05
-18.944 0.00026513 7.0116e-05
-18.886 0.00018287 5.3456e-05
-18.828 0.00031947 8.0837e-05
-18.77 0.00022362 6.2099e-05
-18.712 0.00018424 5.3857e-05
-18.654 0.0002023 5.7543e-05
-18.596 0.0002575 6.8695e-05
-18.538 0.00026825 7.0941e-05
-18.48 0.00023329 6.4083e-05
-18.422 0.00027012 7.1433e-05
-18.364 0.00024046 6.5373e-05
-18.306 0.0001683 5.0772e-05
-18.248 0.0001876 5.4841e-05
-18.19 0.00017806 5.2848e-05
-18.132 0.00021468 6.0314e-05
-18.074 0.0001595 4.8975e-05
-18.016 0.00024611 6.691e-05
-17.958 0.00025318 6.8167e-05
-17.9 0.00015983 4.9074e-05
-17.841 0.00026482 7.0648e-05
-17.783 0.00029594 7.7007e-05
-17.725 0.00019953 5.7508e-05
-17.667 0.00028176 7.3898e-05
-17.609 0.00025879 6.9676e-05
-17.551 0.00027674 7.3185e-05
-17.493 0.00020077 5.7866e-05
-17.435 0.00023811 6.5405e-05
-17.377 0.00027718 7.3301e-05
-17.319 0.00024092 6.6178e-05
-17.261 0.00023058 6.4035e-05
-17.203 0.00020112 5.7967e-05
-17.145 0.00027187 7.2529e-05
-17.087 0.00018262 5.42e-05
-17.029 0.00027959 7.3938e-05
-16.971 0.00025851 6.9601e-05
-16.913 0.00022324 6.2718e-05
-16.855 0.00031193 8.0563e-05
-16.797 0.00019279 5.6358e-05
-16.739 0.00027817 7.3564e-05
-16.681 0.00027258 7.2717e-05
-16.623 0.00020303 5.8518e-05
-16.565 9.6893e-05 3.5661e-05
-16.507 0.00022369 6.2845e-05
-16.449 0.00036865 9.1623e-05
-16.391 0.00039219 9.6429e-05
-16.333 0.00025179 6.8455e-05
-16.275 0.00026438 7.1182e-05
-16.217 0.00027446 7.3218e-05
-16.159 0.00023479 6.5201e-05
-16.101 0.00022406 6.295e-05
-16.043 0.00023525 6.533e-05
-15.985 0.00028371 7.5029e-05
-15.927 0.00019732 5.7681e-05
-15.869 0.00028561 7.5531e-05
-15.811 0.00017524 5.2865e-05
-15.753 0.0003134 8.0942e-05
-15.695 0.00028784 7.6121e-05
-15.637 0.00013811 4.5153e-05
-15.579 0.00024794 6.8106e-05
-15.521 0.00025551 6.9466e-05
-15.463 0.00023912 6.6406e-05
-15.405 0.00024811 6.8152e-05
