Energy Intensity Error
12.678 0.00012619 5.3188e-05
12.736 7.1404e-05 3.8106e-05
12.794 0.00014266 5.7028e-05
12.852 0.00021455 7.3742e-05
12.91 0.00010808 4.8512e-05
12.968 0.00010598 4.7571e-05
13.026 0.00012472 5.2569e-05
13.084 0.0001248 5.2605e-05
13.142 0.00014272 5.7052e-05
13.2 0.00014074 5.6263e-05
13.258 0.00014201 5.6769e-05
13.316 0.00012426 5.2376e-05
13.374 0.00014235 5.6903e-05
13.432 0.0001064 4.7758e-05
13.49 8.876e-05 4.301e-05
13.548 7.1173e-05 3.7983e-05
13.606 0.00021241 7.3008e-05
13.664 0.00017655 6.4821e-05
13.722 0.00012415 5.2327e-05
13.78 8.875e-05 4.3005e-05
13.838 0.00015955 6.0945e-05
13.896 8.8104e-05 4.2692e-05
13.954 0.00014145 5.6544e-05
14.012 3.5287e-05 2.5805e-05
14.07 0.00019314 6.8479e-05
14.128 0.00017449 6.4064e-05
14.186 0.00014162 5.6611e-05
14.244 0.0001415 5.6564e-05
14.302 0.00015725 6.0069e-05
14.36 0.00015836 6.0491e-05
14.418 3.5e-05 2.5596e-05
14.476 0.00012327 5.1957e-05
14.534 0.00012225 5.1528e-05
14.592 0.00020909 7.1868e-05
14.65 0.00015689 5.993e-05
14.708 8.7601e-05 4.2448e-05
14.766 0.0001738 6.3811e-05
14.824 0.00019082 6.7656e-05
14.882 0.00013867 5.5432e-05
14.94 3.479e-05 2.5442e-05
14.998 0.00022564 7.542e-05
15.056 0.00017294 6.3496e-05
15.114 0.0001564 5.9743e-05
15.173 0.00017507 6.4278e-05
15.231 6.9254e-05 3.6959e-05
15.289 0.00015477 5.9118e-05
15.347 0.00015516 5.927e-05
15.405 0.00013924 5.5662e-05
15.463 0.00022427 7.4962e-05
15.521 0.00013761 5.5011e-05
15.579 0.00010367 4.6531e-05
15.637 0.00018985 6.7311e-05
15.695 0.00017149 6.2964e-05
15.753 0.00020599 7.0799e-05
15.811 8.5095e-05 4.1234e-05
15.869 0.00012018 5.0657e-05
15.927 0.00013682 5.4694e-05
15.985 6.8048e-05 3.6315e-05
16.043 6.8382e-05 3.6493e-05
16.101 0.00022167 7.4093e-05
16.159 0.00013671 5.4652e-05
16.217 0.00015201 5.8068e-05
16.275 0.00015257 5.828e-05
16.333 0.0001187 5.0033e-05
16.391 0.00016985 6.2361e-05
16.449 6.7954e-05 3.6265e-05
16.507 0.00010161 4.561e-05
16.565 1.6927e-05 1.7219e-05
16.623 0.00016834 6.1808e-05
16.681 0.00015249 5.825e-05
16.739 0.00011726 4.9424e-05
16.797 0.00021984 7.3484e-05
16.855 0.00010021 4.498e-05
16.913 0.00018387 6.5192e-05
16.971 0.00010012 4.4938e-05
17.029 6.6771e-05 3.5634e-05
17.087 0.00013323 5.3258e-05
17.145 0.00011592 4.8858e-05
17.203 0.00013326 5.3271e-05
17.261 8.2638e-05 4.0043e-05
17.319 4.9791e-05 3.021e-05
17.377 8.1804e-05 3.9639e-05
17.435 0.00016469 6.0467e-05
17.493 0.00024728 7.8768e-05
17.551 8.2268e-05 3.9864e-05
17.609 0.00016173 5.9378e-05
17.667 0.00017873 6.337e-05
17.725 9.8648e-05 4.4278e-05
17.783 0.00011513 4.8528e-05
17.841 0.00022542 7.3472e-05
17.9 0.00011354 4.7857e-05
17.958 0.00017885 6.3412e-05
18.016 8.0861e-05 3.9183e-05
18.074 4.8318e-05 2.9317e-05
18.132 0.00012987 5.1916e-05
18.19 0.00016139 5.9256e-05
18.248 0.00022392 7.2983e-05
18.306 0.00015968 5.8628e-05
18.364 0.00017751 6.2939e-05
18.422 0.00012842 5.1336e-05
18.48 0.00015966 5.862e-05
18.538 0.00019199 6.5989e-05
18.596 9.6087e-05 4.3129e-05
18.654 0.00012779 5.1084e-05
18.712 0.00011113 4.6842e-05
18.77 0.0001586 5.823e-05
18.828 0.00022287 7.2642e-05
18.886 6.3543e-05 3.3911e-05
18.944 9.4892e-05 4.2593e-05
19.002 0.00014196 5.4228e-05
19.06 6.3197e-05 3.3727e-05
19.118 0.00012633 5.0502e-05
19.176 0.00015771 5.7904e-05
19.234 0.00014036 5.3617e-05
19.292 0.00015672 5.7542e-05
19.35 0.00010945 4.6132e-05
19.408 0.00012562 5.0215e-05
19.466 7.7797e-05 3.7698e-05
19.524 0.00015577 5.7192e-05
19.582 0.00017113 6.0677e-05
19.64 0.00010807 4.555e-05
19.698 6.1107e-05 3.2611e-05
19.756 0.00013797 5.2704e-05
19.814 0.00016992 6.0246e-05
19.872 0.0001077 4.5396e-05
19.93 0.00013711 5.2375e-05
19.988 4.5933e-05 2.787e-05
20.046 0.00012249 4.8967e-05
20.104 7.5373e-05 3.6523e-05
20.162 9.0916e-05 4.0808e-05
20.22 0.00012101 4.8376e-05
20.278 0.00016826 5.9657e-05
20.336 0.00019667 6.5738e-05
20.394 0.0002529 7.7382e-05
20.452 0.00010509 4.4294e-05
20.51 0.00018178 6.2479e-05
20.568 7.538e-05 3.6527e-05
20.626 0.00011931 4.7695e-05
20.685 0.00011911 4.7615e-05
20.743 8.9376e-05 4.0117e-05
20.801 0.00019352 6.4684e-05
20.859 0.0002356 7.349e-05
20.917 0.0001332 5.0882e-05
20.975 0.00017706 6.0858e-05
21.033 8.7598e-05 3.9319e-05
21.091 0.00020482 6.6758e-05
21.149 0.00011672 4.666e-05
21.207 0.00013204 5.0439e-05
21.265 0.00010198 4.2984e-05
21.323 0.00012998 4.9652e-05
21.381 0.00014551 5.3423e-05
21.439 0.0001313 5.0154e-05
21.497 0.00027201 8.0433e-05
21.555 0.00011368 4.5442e-05
21.613 0.00014295 5.2487e-05
21.671 0.00017136 5.8899e-05
21.729 0.00019917 6.4917e-05
21.787 0.00021098 6.7208e-05
21.845 0.00021123 6.7285e-05
21.903 0.00024043 7.3566e-05
21.961 0.00015392 5.4574e-05
22.019 0.00016635 5.7175e-05
22.077 5.5561e-05 2.9651e-05
22.135 0.00012531 4.7866e-05
22.193 0.00012426 4.7466e-05
22.251 8.2225e-05 3.6907e-05
22.309 6.8781e-05 3.3329e-05
22.367 0.00017816 5.9551e-05
22.425 0.00020557 6.5483e-05
22.483 0.00017667 5.9051e-05
22.541 0.00019122 6.2324e-05
22.599 0.00017726 5.925e-05
22.657 0.00016269 5.5917e-05
22.715 0.00013469 4.9454e-05
22.773 8.0293e-05 3.604e-05
22.831 0.00020162 6.4225e-05
22.889 0.00013418 4.9265e-05
22.947 0.00010588 4.2325e-05
23.005 0.00014548 5.1582e-05
23.063 0.00014527 5.1508e-05
23.121 0.00018327 5.9733e-05
23.179 0.00015548 5.3441e-05
23.237 0.00013037 4.7867e-05
23.295 0.00010314 4.123e-05
23.353 0.00011633 4.4435e-05
23.412 0.00011511 4.397e-05
23.47 0.00011515 4.3984e-05
23.528 0.0002039 6.3602e-05
23.586 0.00017619 5.7427e-05
23.644 0.00017538 5.7162e-05
23.702 0.00012509 4.5928e-05
23.76 0.00017485 5.699e-05
23.818 0.00017344 5.6528e-05
23.876 0.00021034 6.436e-05
23.934 8.5883e-05 3.6199e-05
23.992 8.5694e-05 3.612e-05
24.05 0.00014702 5.0531e-05
24.108 0.00012078 4.4346e-05
24.166 4.8521e-05 2.5894e-05
24.224 0.00021643 6.5057e-05
24.282 7.1897e-05 3.2271e-05
24.34 0.00015419 5.1538e-05
24.398 8.283e-05 3.4913e-05
24.456 0.00017772 5.6612e-05
24.514 0.00019945 6.1027e-05
24.572 5.8441e-05 2.8319e-05
24.63 0.00019742 6.0407e-05
24.688 0.00018559 5.7893e-05
24.746 0.00011505 4.2242e-05
24.804 0.00012504 4.4334e-05
24.862 0.00018137 5.6576e-05
24.92 0.00019177 5.8678e-05
24.978 0.00016746 5.3345e-05
25.036 0.00015506 5.054e-05
25.094 0.00021093 6.237e-05
25.152 0.00016496 5.2547e-05
25.21 0.00012023 4.263e-05
25.268 0.00011891 4.2162e-05
25.326 0.00010848 3.983e-05
25.384 0.00017176 5.3577e-05
25.442 0.00015964 5.0853e-05
25.5 0.00012711 4.3689e-05
25.558 0.00017892 5.4748e-05
25.616 0.00017777 5.4393e-05
25.674 0.00014573 4.7497e-05
25.732 0.00015373 4.8971e-05
25.79 0.00015347 4.8886e-05
25.848 0.00011256 3.991e-05
25.906 0.00013042 4.3593e-05
25.964 0.0001497 4.7686e-05
26.022 0.0001189 4.0868e-05
26.08 0.00017904 5.3818e-05
26.138 0.00012831 4.289e-05
26.197 0.00012653 4.2294e-05
26.255 6.7616e-05 2.85e-05
26.313 0.00011582 3.9809e-05
26.371 6.674e-05 2.8131e-05
26.429 0.00014065 4.4803e-05
26.487 0.00016737 5.0312e-05
26.545 0.00016622 4.9966e-05
26.603 0.00011888 3.9736e-05
26.661 0.00017923 5.2195e-05
26.719 0.00013293 4.2343e-05
26.777 9.7178e-05 3.4455e-05
26.835 0.0001913 5.4196e-05
26.893 0.00012848 4.0928e-05
26.951 6.7999e-05 2.7183e-05
27.009 0.00015204 4.5704e-05
27.067 0.0001834 5.1958e-05
27.125 0.00017104 4.9104e-05
27.183 0.00012926 4.0319e-05
27.241 0.00015984 4.6546e-05
27.299 0.00014133 4.2484e-05
27.357 0.00016099 4.622e-05
27.415 0.00011421 3.6382e-05
27.473 0.00016581 4.6972e-05
27.531 0.00017007 4.7582e-05
27.589 0.00014481 4.2169e-05
27.647 7.8364e-05 2.7785e-05
27.705 0.00014676 4.2134e-05
27.763 0.00021231 5.4979e-05
27.821 7.3708e-05 2.6134e-05
27.879 0.0001243 3.6756e-05
27.937 0.00012192 3.6051e-05
27.995 0.00011338 3.4082e-05
28.053 0.000105 3.2128e-05
28.111 0.00010908 3.279e-05
28.169 0.00017118 4.5057e-05
28.227 0.00015456 4.1428e-05
28.285 0.00018208 4.6458e-05
28.343 0.00013887 3.7588e-05
28.401 0.00015518 4.0506e-05
28.459 0.00010415 2.9901e-05
28.517 0.0001285 3.4441e-05
28.575 0.0001423 3.685e-05
28.633 0.00015895 3.9764e-05
28.691 0.00013435 3.453e-05
28.749 0.00017664 4.2181e-05
28.807 0.00014646 3.5817e-05
28.865 0.00014513 3.497e-05
28.924 0.00016121 3.7347e-05
28.982 0.00014367 3.2969e-05
29.04 0.00018223 3.8616e-05
29.098 0.00015634 3.4943e-05
29.156 0.00015767 3.5322e-05
29.214 0.00011834 2.5739e-05
29.272 0.00015226 4.2104e-05
29.33 0.00013 4.141e-05
29.388 0.00015835 4.1006e-05
29.446 0.00012973 3.6296e-05
29.504 0 1
29.562 0 1
29.62 0 1
29.678 0 1
